DataSet,Study,Journal,Raptor order,Raptor family,Raptor genus,RaptorScientificName,Raptor common name,Continent,Country,Latitude (decimal degree),Longitude (decimal degree),Riparian/Lake,Woodland/Forest/Rainforest,Orchard/Plantation Forest,Pasture (grazed land),Prairie/Grassland/Meadow,Scrub/Shrub/Heath,Urban,Agriculture,Wetland/Marsh/Floodplain,Desert,Tundra,Coastal/Beach/Island,Season of collection,"Start quarter (1:Dec-Feb, 2: Mar-May, 3: Jun-Aug, 4: Sept-Nov)",End quarter,Pellets,Prey remains,Direct observations,DNA,Stomach/Gullet contents,Photos/ Videos,Num_obs,Notes,Year,PelletNumber,PreyPerPellet,
794,Dyche 1904 (as presented in Gloyd 1925 The Wilson Bulletin),Unknown,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,38.867,-95.499,,,,,,,,X,,,,,Non-breeding,4,2,,,,,X,,38,,1893,,,
795,Gloyd 1925,The Wilson Bulletin,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,38.742,-95.271,,,,,,,,X,,,,,Non-breeding,1,,,,,,X,,3,,1922.5,,,
796,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Accipiter,Accipiter gentilis,Northern Goshawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,254,,1935,,,
797,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Accipiter,Accipiter striatus,Sharp-shinned Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,807,,1935,,,
798,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Accipiter,Accipiter cooperii,Cooper's Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,261,,1935,,,
799,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Buteo,Buteo jamaicensis,Red-tailed Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,995,,1935,,,
800,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Buteo,Buteo lineatus,Red-shouldered Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,360,,1935,,,
801,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Buteo,Buteo platypterus,Broad-winged Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,378,,1935,,,
802,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Buteo,Buteo swainsoni,Swainson's Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,543,,1935,,,
803,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Buteo,Buteo lagopus,Rough-legged Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,154,,1935,,,
804,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Buteo,Buteo regalis,Ferruginous Hawk,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,27,,1935,,,
805,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,23,,1935,,,
806,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Haliaeetus,Haliaeetus leucocephalus,Bald Eagle,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,38,,1935,,,
807,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Acciptridae,Circus,Circus hudsonius,Northern Harrier,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,770,,1935,,,
808,McAtee 1935,Book: Food Habits of Common Hawks,Accipitriformes,Pandionidae,Pandion,Pandion haliaetus,Osprey,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,39,,1935,,,
809,McAtee 1935,Book: Food Habits of Common Hawks,Falconiformes,Falconidae,Falco,Falco mexicanus,Prairie Falcon,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,36,,1935,,,
810,McAtee 1935,Book: Food Habits of Common Hawks,Falconiformes,Falconidae,Falco,Falco peregrinus,Peregrine Falcon,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,63,,1935,,,
811,McAtee 1935,Book: Food Habits of Common Hawks,Falconiformes,Falconidae,Falco,Falco columbarius,Merlin,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,1707,,1935,,,
812,McAtee 1935,Book: Food Habits of Common Hawks,Falconiformes,Falconidae,Falco,Falco sparverius,American Kestrel,North America,USA,,,,,,,,,,,,,,,Year round,,,,,,,X,,1986,,1935,,,
813,Adams et al 1986,Journal of the Elisha Mitchell Scientific Society,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,35.71,-79.232,,,,X,,,,,,,,,,,,X,,,,,,90,Chatham County,1984,,,
814,Adams et al 1986,Journal of the Elisha Mitchell Scientific Society,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,33.874,-78,,,,,,,,,X,,,X,,,,X,,,,,,63,Brunswick County,1970,,,
815,Aho 1964,Finnish Zoological and Botanical Publishing Board,Strigiformes,Strigidae,Asio,Asio flammeus,Short-eared Owl,Europe,Finland,61.415,23.604,,X,,,X,X,,,X,,,,,3,4,X,,,,,,820,,1958,291,2.82,
816,Amat and Soriguer 1981,Alauda,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Spain,39.109,-6.689,,X,,,X,,,X,,,,,,3,,X,,,,,,234,,1974,,,
817,Amat and Soriguer 1981,Alauda,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,Spain,39.109,-6.689,,X,,,X,,,X,,,,,,3,,X,,,,,,804,,1973.5,,,
818,Alivizatos and Goutner 2021,Ecologica Montenegrina,Accipitriformes,Acciptridae,Aquila,Aquila heliaca,Eastern Imperial Eagle,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,56,,2003,,,
819,Alivizatos and Goutner 2021,Ecologica Montenegrina,Accipitriformes,Acciptridae,Clanga,Clanga clanga,Greater Spotted Eagle,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,230,,2003,,,
820,Alivizatos and Goutner 2021,Ecologica Montenegrina,Accipitriformes,Acciptridae,Circus,Circus aeruginosus,Marsh Harrier,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,140,,2003,,,
821,Alivizatos and Goutner 2021,Ecologica Montenegrina,Accipitriformes,Acciptridae,Milvus,Milvus migrans,Black Kite,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,166,,2003,,,
822,Alivizatos and Goutner 2021,Ecologica Montenegrina,Accipitriformes,Acciptridae,Buteo,Buteo buteo,Common Buzzard,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,125,,2003,,,
823,Alivizatos and Goutner 2021,Ecologica Montenegrina,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,1281,,2003,,,
824,Alivizatos and Goutner 2021,Ecologica Montenegrina,Strigiformes,Strigidae,Athene,Athene noctua,Little Owl,Europe,Greece,40.81,26.031,X,X,,,,,X,,X,,,X,Non-breeding,4,1,X,,,,,,1077,,2003,,,
825,Alivizatos and Goutner 1999,Journal of Raptor Research,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,Europe,Greece,41.007,25.119,,X,,,,,,X,X,,,X,Non-breeding,1,2,X,,,,,,311,,1987,,,
826,Alivizatos and Goutner 1999,Journal of Raptor Research,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,Europe,Greece,41.007,25.119,,X,,,,,,X,X,,,X,Non-breeding,1,2,X,,,,,,961,,1987,,,
827,Alvarez-Castaneda et al 2004,Journal of Arid Environments,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,Mexico,24.143,-110.236,,,,,,,,,,X,,,,1,2,X,,,,,,178,,1998.5,108,1.65,
828,Anderson and Nelson 1960,The Southwestern Naturalist,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,Mexico,28.648,-106.669,,,,,X,,,X,,,,,,,,X,,,,,,194,,1959,,,
829,Andrade et al 2010,Studies on Neotropical Fauna and Environment,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,41.426,66.958,,,,,X,,,,,,,,Non-breeding,2,,X,,,,,,623,Laguna Blanca,2005,110,5.66,
830,Andrade et al 2010,Studies on Neotropical Fauna and Environment,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,41.426,66.958,,,,,X,,,,,,,,Non-breeding,4,,X,,,,,,240,Laguna Blanca,2005,60,4,
831,Andrade et al 2010,Studies on Neotropical Fauna and Environment,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,41.426,66.958,,,,,X,,,,,,,,Non-breeding,2,,X,,,,,,137,Laguna Blanca,2006,35,3.91,
832,Andrade et al 2010,Studies on Neotropical Fauna and Environment,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,41.426,66.958,,,,,X,,,,,,,,Non-breeding,2,,X,X,,,,,1570,Laguna Blanca- Assemblage,2005,,,
833,Andrade et al 2010,Studies on Neotropical Fauna and Environment,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,South America,Argentina,41.426,66.958,,,,,X,,,,,,,,Non-breeding,2,,X,,,,,,192,Laguna Carribal,2006,30,6.4,
834,Arnell 1971,Thesis,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,40.345,-112.188,,X,,,,X,,,,,,,Breeding,1,3,X,X,,,,,238,,1969,,,
835,Arnell 1971,Thesis,Accipitriformes,Acciptridae,Aquila,Aquila chrysaetos,Golden Eagle,North America,USA,40.345,-112.188,,X,,,,X,,,,,,,Breeding,1,3,X,X,,,,,280,,1970,,,
836,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Hamirostra,Hamirostra melanosternon,Black-breasted Buzzard,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,590,,1995,,,
837,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Hamirostra,Hamirostra melanosternon,Black-breasted Buzzard,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,575,,1996,,,
838,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Hamirostra,Hamirostra melanosternon,Black-breasted Buzzard,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,630,,1997,,,
839,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Haliastur,Haliastur sphenurus,Whistling Kite,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,64,,1995,,,
840,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Haliastur,Haliastur sphenurus,Whistling Kite,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,66,,1996,,,
841,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Haliastur,Haliastur sphenurus,Whistling Kite,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,111,,1997,,,
842,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Circus,Circus assimilis,Spotted Harrier,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,25,,1997,,,
843,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Accipiter,Accipiter fasciatus,Brown Goshawk,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,123,,1995,,,
844,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Accipiter,Accipiter fasciatus,Brown Goshawk,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,11,,1996,,,
845,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Accipiter,Accipiter fasciatus,Brown Goshawk,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,138,,1997,,,
846,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Accipiter,Accipiter cirrocephalus,Collared Sparrowhawk,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,99,,1995,,,
847,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Accipiter,Accipiter cirrocephalus,Collared Sparrowhawk,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,13,,1996,,,
848,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Accipiter,Accipiter cirrocephalus,Collared Sparrowhawk,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,140,,1997,,,
849,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Aquila,Aquila audax,Wedge-tailed Eagle,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,56,,1995,,,
850,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Aquila,Aquila audax,Wedge-tailed Eagle,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,63,,1996,,,
851,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Hieraaetus,Hieraaetus morphnoides,Little Eagle,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,252,,1995,,,
852,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Hieraaetus,Hieraaetus morphnoides,Little Eagle,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,36,,1996,,,
853,Aumann 2001,Wildlife Research,Accipitriformes,Acciptridae,Hieraaetus,Hieraaetus morphnoides,Little Eagle,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,304,,1997,,,
854,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco berigora,Brown Falcon,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,405,,1995,,,
855,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco berigora,Brown Falcon,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,75,,1996,,,
856,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco berigora,Brown Falcon,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,254,,1997,,,
857,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco longipennis,Australian Hobby,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,255,,1995,,,
858,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco longipennis,Australian Hobby,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,49,,1996,,,
859,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco longipennis,Australian Hobby,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,334,,1997,,,
860,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco hypoleucos,Grey Falcon,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,29,,1997,,,
861,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco cenchroides,Nankeen Kestrel,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,320,,1995,,,
862,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco cenchroides,Nankeen Kestrel,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,578,,1996,,,
863,Aumann 2001,Wildlife Research,Falconiformes,Falconidae,Falco,Falco cenchroides,Nankeen Kestrel,Australia/Oceania,Australia,-22,132,,,,,X,X,,,,,,,Breeding,4,1,X,X,,,,,780,,1997,,,
864,Baladron et al 2011,Journal of Raptor Research,Accipitriformes,Acciptridae,Rupornis,Rupornis magnirostris,Roadside Hawk,South America,Argentina,-37.65,-57.383,,X,,,X,,,,X,,,X,Non-breeding,2,4,X,,,,,,482,,2007,228,2.11,
865,Bargo 1987,Studies on Neotropical Fauna and Environment,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,South America,Argentina,-38.165,-57.798,,,,,,,,,,,,X,,3,4,X,,,,,,232,,1985,91,2.55,
866,Barrows 1980,Journal of Raptor Research,Strigiformes,Strigidae,Strix,Strix occidentalis,Spotted Owl,North America,USA,38.383,-122.858,,X,,,,,,,,,,,,3,,X,,,,,,375,,1977,,,
867,Barrows 1980,Journal of Raptor Research,Strigiformes,Strigidae,Strix,Strix occidentalis,Spotted Owl,North America,USA,33.274,-117.012,,X,,,,,,,,,,,,5,,X,,,,,,296,,1978.5,,,
868,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,56,Salton Sea,1986.5,,,
869,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,229,Orocopia Mountains,1986.5,,,
870,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,66,Horseshoe Palms,1986.5,,,
871,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,42,Biskra Palms,1986.5,,,
872,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,138,Tyler Road Palms,1986.5,,,
873,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,52,Edom Hill,1986.5,,,
874,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,50,Thousand Palms,1985,,,
875,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,248,Thousand Palms,1986,,,
876,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,403,Thousand Palms,1987,,,
877,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,352,Thousand Palms,1988,,,
878,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,X,,,,,,,,,X,,,,,,83,Indio,1986.5,,,
879,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,X,,,,,,,,X,,,,,,40,Farmland,1986.5,,,
880,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,57,Corn Spring,1986.5,,,
881,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,55,Twenty-nine Palms,1986.5,,,
882,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,274,Morongo,1987,,,
883,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,92,Morongo,1988,,,
884,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,129,Cima Dome,1986.5,,,
885,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,60,Lanfair Valley,1986.5,,,
886,Barrows 1989,Western Birds,Strigiformes,Tytonidae,Tyto,Tyto alba,Common Barn Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,31,Devil's Punchbowl,1986.5,,,
887,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,65,Anza-Borrego Yaqui Well,1986.5,,,
888,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,31,Chemehuevi Wash,1986.5,,,
889,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,34,China Lake,1986.5,,,
890,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,9,Chuckwalla Mountains,1986.5,,,
891,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,25,Pushwalla Palms,1985,,,
892,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,16,Pushwalla Palms,1986,,,
893,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,27,Pushwalla Palms,1987,,,
894,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,46,Thousand Palms,1985,,,
895,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,127,Thousand Palms,1986,,,
896,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,489,Thousand Palms,1987,,,
897,Barrows 1989,Western Birds,Strigiformes,Strigidae,Asio,Asio otus,Long-eared Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,75,Deep Canyon,1986.5,,,
898,Barrows 1989,Western Birds,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,39,SE Salton Sea,1986.5,,,
899,Barrows 1989,Western Birds,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,119,Seven Palms,1986.5,,,
900,Barrows 1989,Western Birds,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,66,Indian Palms,1986,,,
901,Barrows 1989,Western Birds,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,334,Indian Palms,1987,,,
902,Barrows 1989,Western Birds,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,188,Indian Palms,1988,,,
903,Barrows 1989,Western Birds,Strigiformes,Strigidae,Megascops,Megascops kennicottii,Western Screech-owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,88,Thousand Palms,1986.5,,,
904,Barrows 1989,Western Birds,Strigiformes,Strigidae,Megascops,Megascops kennicottii,Western Screech-owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,45,Biskra Palms,1986.5,,,
905,Barrows 1989,Western Birds,Strigiformes,Strigidae,Megascops,Megascops kennicottii,Western Screech-owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,20,Corn Spring,1986.5,,,
906,Barrows 1989,Western Birds,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,121,A,1986.5,,,
907,Barrows 1989,Western Birds,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,17,B,1986.5,,,
908,Barrows 1989,Western Birds,Strigiformes,Strigidae,Athene,Athene cunicularia,Burrowing Owl,North America,USA,34.183,-116.261,,,,,,,,,,X,,,,,,X,,,,,,78,C,1986.5,,,
909,Baudvin and Jouaire 2006,Revue Scientifique Bourgogne-Nature,Strigiformes,Strigidae,Strix,Strix aluco,Tawny Owl,Europe,France,47.554,4.751,,X,,,,,,,,,,,,5,,X,X,,,,,51404,,2006,,,
910,Baumgartner and Baumgartner 1944,The Wilson Bulletin,Accipitriformes,Acciptridae,Circus,Circus hudsonius,Northern Harrier,North America,USA,36.137,-97.219,,,,,X,,,,,,,,Non-breeding,,,X,,,,,,15,,1940.5,31,0.48,
911,Baumgartner and Baumgartner 1944,The Wilson Bulletin,Strigiformes,Strigidae,Megascops,Megascops asio,Eastern Screech-owl,North America,USA,36.137,-97.219,,,,,X,,,,,,,,,,,X,,,,,,4,,1940.5,3,1.33,
912,Baumgartner and Baumgartner 1944,The Wilson Bulletin,Strigiformes,Strigidae,Bubo,Bubo virginianus,Great Horned Owl,North America,USA,36.137,-97.219,,,,,X,,,,,,,,,,,X,,,,,,71,,1940.5,67,1.06,
913,Baumgartner and Baumgartner 1944,The Wilson Bulletin,Strigiformes,Strigidae,Strix,Strix varia,Barred Owl,North America,USA,36.137,-97.219,,,,,X,,,,,,,,,,,X,,,,,,4,,1940.5,3,1.33,
914,Baumgartner and Baumgartner 1944,The Wilson Bulletin,Strigiformes,Strigidae,Asio,Asio flammeus,Short-eared Owl,North America,USA,36.137,-97.219,,,,,X,,,,,,,,,,,X,,,,,,102,,1940.5,130,0.78,
