"DataSet","lat","lon","subbiome","biome","ecozone","subbiome_n","biome_n","ecozone_n"
688,-31.083,141.75,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
689,-31.083,141.75,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
690,64,20,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
691,-31.14,142.19,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
692,45.285,10.021,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
693,-25.12,135.507,"7c",7,"CA","7c. Warm deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
694,-25.12,135.507,"7c",7,"CA","7c. Warm deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
695,-25.3,-61.54,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
696,-28.893,30.561,"4a",4,"BA","4a. Lauroid evergreen forest of the lowlands","4. Biome of the temperate pluvial evergreen forest, shrublands and grasslands","BA. Temperate ombroestival ecozone"
697,53.329,-1.783,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
698,53.329,-1.783,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
699,-31.083,141.75,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
700,40.189,-111.628,"5b",5,"BB","5b. Continental scrub and woodlands","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
701,0.391,30.341,"8b",8,"DA","8b. Tropical pluviseasonal forests and woodlands","8. Biome of the tropical pluviseasonal forests and shrublands","DA. Tropical pluviseasonal, rainy and dry seasons"
702,49,13,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
703,59.81,5.37,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
704,60.23,5.43,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
705,60.72,6.61,"1b",1,"AA","1b. Tundras of the temparate mountains in cryoro belt","1. Biome of the tundra","AA. Polar and boreal ecozone"
706,52.414,30.882,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
707,-41.18,-71.05,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
708,-41.03,-70.59,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
709,-40.54,-70.42,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
710,-40.11,-70.39,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
711,-41.44,-69.32,"5c",5,"BB","5c. Patagonian shrubland","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
712,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
713,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
714,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
715,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
716,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
717,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
718,-38,144,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
719,-36.183,-72.4,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
720,-36.767,-71.45,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
721,32.5,37.333,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
722,39.461,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
723,39.461,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
724,39.461,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
725,39.461,-82.85,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
726,42.191,11.821,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
727,42.189,11.98,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
728,42.302,11.877,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
729,42.813,13.33,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
730,43.126,11.339,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
731,42.688,12.718,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
732,68.817,37.333,"1a",1,"AA","1a. Polar tundra","1. Biome of the tundra","AA. Polar and boreal ecozone"
733,67.731,33.71,"2a",2,"AA","2a. Lowland boreal Taiga","2. Biome of the boreal forest","AA. Polar and boreal ecozone"
734,39.193,-95.61,"6a",6,"BC","6a. Forest-steppe","6. Biome of the steppe","BC. Temperate hypercontinental steppic ecozone"
735,37.099,-119.743,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
736,37.099,-119.743,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
737,50.969,-3.487,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
738,51.122,-0.671,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
739,52.766,0.773,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
740,52.213,-1.133,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
741,52.415,-3.701,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
742,54.619,-2.696,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
743,56.618,-4.098,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
744,53.273,-7.794,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
745,-31.083,141.75,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
746,-31.483,139.383,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
747,-28.583,138.733,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
748,-29.433,138.25,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
749,-29.233,141.9,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
750,-27.933,135.817,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
751,-29.233,134.783,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
752,-26.967,133.55,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
753,-26.15,132.817,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
754,-28.2,135.83,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
755,-28.933,136.333,"7b",7,"CA","7b. Temperate deserts and semi-deserts","7. Biome of the deserts and semi-deserts of arid regions","CA. Ecozone of the deserts and semi-deserts of arid regions"
756,54.368,-113.455,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
757,54.368,-113.455,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
758,54.368,-113.455,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
759,44.011,11.299,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
760,44.011,11.299,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
761,44.011,11.299,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
762,44.011,11.299,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
763,44.011,11.299,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
764,44.011,11.299,"3a",3,"BA","3a. Temperate deciduous forests","3. Biome of the temperate deciduous forests","BA. Temperate ombroestival ecozone"
765,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
766,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
767,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
768,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
769,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
770,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
771,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
772,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
773,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
774,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
775,36.682,-120.787,"5a",5,"BB","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
776,39.781,-0.368,"5a",5,"B","5a. Oceanic sclerophyllous-microphyllous evergreen forests and shrublands (Mediterranean)","5. Biome of the temperate aridiestival evergreen forests and shrublands","BB. Temperate aridiestival ecozone"
